text,name,in_1764,in_1778,in_names_omitted,division,occupation_abbr,occupation,sect_abbr,sect,start_1,end_1,start_2,end_2,born,born_about,died,died_about,died_after,age,flourished,flourished_about,flourished_before,flourished_after,flourished_century,lived
Harpalus fl. 534 BC M,Harpalus,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,-553,-523,-583,-503,,,,,,,-533,FALSE,FALSE,FALSE,FALSE,
Harpocratio fl. ab. 3 Cent. Cr,Harpocratio,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,,,200,280,,,,,,,250,TRUE,FALSE,FALSE,TRUE,
Harrington d. 1677 Pol.,Harrington,TRUE,TRUE,FALSE,Divines and Metaphysicians,Pol,Political Writer,,,1647,1677,1607,1677,,,1677,FALSE,FALSE,,,,,,,
Harriot d. 1621. 61 M,Harriot,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1560,1621,1560,1621,,,1621,FALSE,FALSE,61,,,,,,
Hartmannus fl. 870 P,Hartmannus,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,850,880,820,900,,,,,,,870,FALSE,FALSE,FALSE,FALSE,
Hartley d. 1757. 52 Mor,Hartley,TRUE,TRUE,FALSE,Divines and Metaphysicians,Mor,Moralist,,,1705,1757,1705,1757,,,1757,FALSE,FALSE,52,,,,,,
Harvey d. 1657. 80 Ph,Harvey,TRUE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,1577,1657,1577,1657,,,1657,FALSE,FALSE,80,,,,,,
Hastings Earl of Pembroke d. 1375,Hastings Earl of Pembroke,FALSE,TRUE,TRUE,Statesmen and Warriors,,Politician/Military Person,,,1345,1375,1305,1375,,,1375,FALSE,FALSE,,,,,,,
Hawkwood John d. 1394,Hawkwood John,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1364,1394,1324,1394,,,1394,FALSE,FALSE,,,,,,,
Haymo d. 853 D,Haymo,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,823,853,783,853,,,853,FALSE,FALSE,,,,,,,
Hazael d. 852 BC,Hazael,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-881,-851,-921,-851,,,-851,FALSE,FALSE,,,,,,,
Hearne John d. 1735. 55 Ant,Hearne John,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",Ant,Antiquary,,,1680,1735,1680,1735,,,1735,FALSE,FALSE,55,,,,,,
Hebatilla Abul Haram d. 1164. 100 Ph,Hebatilla Abul Haram,TRUE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,1064,1164,1064,1164,,,1164,FALSE,FALSE,100,,,,,,
Hegesias fl. 260 BC H P.,Hegesias,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,-279,-249,-309,-229,,,,,,,-259,FALSE,FALSE,FALSE,FALSE,
Hegesinus fl. 193 BC H P. Ac,Hegesinus,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Ac,Academic,-212,-182,-242,-162,,,,,,,-192,FALSE,FALSE,FALSE,FALSE,
Hegesippus fl. 140 H,Hegesippus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,120,150,90,170,,,,,,,140,FALSE,FALSE,FALSE,FALSE,
Heliodorus fl. 398 Bel,Heliodorus,TRUE,TRUE,FALSE,Orators and Critics,Bel,Writer,,,378,408,348,428,,,,,,,398,FALSE,FALSE,FALSE,FALSE,
Helion de Villa Nova d. 1346,Helion de Villa Nova,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1316,1346,1276,1346,,,1346,FALSE,FALSE,,,,,,,
Hellanicus d. 411 BC 85 H,Hellanicus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,-495,-410,-495,-410,,,-410,FALSE,FALSE,85,,,,,,
Hellen fl. 1043 BC,Hellen,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-1062,-1032,-1092,-1012,,,,,,,-1042,FALSE,FALSE,FALSE,FALSE,
Helmondus fl. 1168 H,Helmondus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1148,1178,1118,1198,,,,,,,1168,FALSE,FALSE,FALSE,FALSE,
"Helmont, Van, d. 1644. 67 M","Helmont, Van,",TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1577,1644,1577,1644,,,1644,FALSE,FALSE,67,,,,,,
Helpidius Rusticus fl. 500 P,Helpidius Rusticus,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,480,510,450,530,,,,,,,500,FALSE,FALSE,FALSE,FALSE,
Hemoaldus fl. 640 M,Hemoaldus,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,620,650,590,670,,,,,,,640,FALSE,FALSE,FALSE,FALSE,
Hemskirk d. 1574. Pa,Hemskirk,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1544,1574,1504,1574,,,1574,FALSE,FALSE,,,,,,,
Hengham fl. 1300 L,Hengham,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,1280,1310,1250,1330,,,,,,,1300,FALSE,FALSE,FALSE,FALSE,
Hengist d. 487 ab. 69,Hengist,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,418,487,418,487,,,487,FALSE,FALSE,,,,,,,
Henry 1st of Germany d. 936. 59,Henry 1st of Germany,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,877,936,877,936,,,936,FALSE,FALSE,59,,,,,,
Henry 4th of Germany d. 1106. 55,Henry 4th of Germany,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1051,1106,1051,1106,,,1106,FALSE,FALSE,55,,,,,,
Henry 4th of France d. 1611. 57,Henry 4th of France,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1554,1611,1554,1611,,,1611,FALSE,FALSE,57,,,,,,
Henry 5th of England d. 1422. 36,Henry 5th of England,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1386,1422,1386,1422,,,1422,FALSE,FALSE,36,,,,,,
Henry of Ghent d. 1293 Cr,Henry of Ghent,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1263,1293,1223,1293,,,1293,FALSE,FALSE,,,,,,,
Henry of Huntingdon fl. 1168 H,Henry of Huntingdon,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1148,1178,1118,1198,,,,,,,1168,FALSE,FALSE,FALSE,FALSE,
Heraclitus fl. 506 BC H P.,Heraclitus,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,-525,-495,-555,-475,,,,,,,-505,FALSE,FALSE,FALSE,FALSE,
Heraclius d. 641,Heraclius,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,611,641,571,641,,,641,FALSE,FALSE,,,,,,,
Herbelot d. 1695. 70 H,Herbelot,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1625,1695,1625,1695,,,1695,FALSE,FALSE,70,,,,,,
Herbert d. 1648. 67 D,Herbert,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1581,1648,1581,1648,,,1648,FALSE,FALSE,67,,,,,,
Hercules d. 925 BC 39,Hercules,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-963,-924,-963,-924,,,-924,FALSE,FALSE,39,,,,,,
Hermachus fl. 267 H P. Ep,Hermachus,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Ep,Epicurean,247,277,217,297,,,,,,,267,FALSE,FALSE,FALSE,FALSE,
Hermannus fl. 1041 M,Hermannus,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1021,1051,991,1071,,,,,,,1041,FALSE,FALSE,FALSE,FALSE,
Hermas fl. 65 F,Hermas,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,45,75,15,95,,,,,,,65,FALSE,FALSE,FALSE,FALSE,
Hermogenes Tarsensis fl. 170 Cr,Hermogenes Tarsensis,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,150,180,120,200,,,,,,,170,FALSE,FALSE,FALSE,FALSE,
Hermogenes fl. 289 L,Hermogenes,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,269,299,239,319,,,,,,,289,FALSE,FALSE,FALSE,FALSE,
Hermogenianus fl. 330 L,Hermogenianus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,310,340,280,360,,,,,,,330,FALSE,FALSE,FALSE,FALSE,
Hermolaus fl. 540 M,Hermolaus,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,520,550,490,570,,,,,,,540,FALSE,FALSE,FALSE,FALSE,
Hermolasu Barbarus d. 1493. 39 Cr,Hermolasu Barbarus,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1454,1493,1454,1493,,,1493,FALSE,FALSE,39,,,,,,
Herod the Great d. 3 BC 70,Herod the Great,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-72,-2,-72,-2,,,-2,FALSE,FALSE,70,,,,,,
Herodes Atticus d. ab. 185. 75 Cr,Herodes Atticus,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,110,185,110,185,,,185,TRUE,FALSE,75,,,,,,
Herodian fl. 247 H,Herodian,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,227,257,197,277,,,,,,,247,FALSE,FALSE,FALSE,FALSE,
Herodicus fl. 443 BC Ph,Herodicus,TRUE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,-462,-432,-492,-412,,,,,,,-442,FALSE,FALSE,FALSE,FALSE,
Herodotus b. 484 BC d. af. 413 BC H,Herodotus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,-483,-412,-483,-402,-483,FALSE,-412,FALSE,TRUE,,,,,,,
Herring d. 1757 D,Herring,FALSE,TRUE,TRUE,Divines and Metaphysicians,D,Christian Religious Person,,,1727,1757,1687,1757,,,1757,FALSE,FALSE,,,,,,,
Hesiod fl. 870 BC P,Hesiod,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-889,-859,-919,-839,,,,,,,-869,FALSE,FALSE,FALSE,FALSE,
Hesychius fl. ab. 300 Cr,Hesychius,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,,,250,330,,,,,,,300,TRUE,FALSE,FALSE,FALSE,
Hevelius d. 1688. 76 M,Hevelius,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1612,1688,1612,1688,,,1688,FALSE,FALSE,76,,,,,,
Heylin d. 1662. 62 H,Heylin,FALSE,TRUE,TRUE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1600,1662,1600,1662,,,1662,FALSE,FALSE,62,,,,,,
Hezekiah d. 697 BC,Hezekiah,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-726,-696,-766,-696,,,-696,FALSE,FALSE,,,,,,,
"Hicks, George, d. 1715. 73 Cr","Hicks, George,",TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1642,1715,1642,1715,,,1715,FALSE,FALSE,73,,,,,,
Hiero d. 467 BC,Hiero,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-496,-466,-536,-466,,,-466,FALSE,FALSE,,,,,,,
Hiero 2d d. 225 BC,Hiero 2d,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-254,-224,-294,-224,,,-224,FALSE,FALSE,,,,,,,
Hierocles fl. 302 H P.,Hierocles,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,282,312,252,332,,,,,,,302,FALSE,FALSE,FALSE,FALSE,
Hierocles fl. 5 Cent. H P.,Hierocles,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,430,460,400,480,,,,,,,450,FALSE,FALSE,FALSE,TRUE,
Higden Ran. d. 1377 H,Higden Ran.,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1347,1377,1307,1377,,,1377,FALSE,FALSE,,,,,,,
Hilary d. 372. 80 F,Hilary,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,292,372,292,372,,,372,FALSE,FALSE,80,,,,,,
Hildebertus de Lavardino d. 1132 D,Hildebertus de Lavardino,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1102,1132,1062,1132,,,1132,FALSE,FALSE,,,,,,,
Hillel fl. ab. 40 BC J,Hillel,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,,,-89,-9,,,,,,,-39,TRUE,FALSE,FALSE,FALSE,
Hillel 2d. fl. 320 J,Hillel 2d.,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,300,330,270,350,,,,,,,320,FALSE,FALSE,FALSE,FALSE,
Hilliard d. 1619. 62 P,Hilliard,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,1557,1619,1557,1619,,,1619,FALSE,FALSE,62,,,,,,
Himerius fl. 363 Cr,Himerius,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,343,373,313,393,,,,,,,363,FALSE,FALSE,FALSE,FALSE,
Himilco fl. 397 BC,Himilco,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-416,-386,-446,-366,,,,,,,-396,FALSE,FALSE,FALSE,FALSE,
Hincmarus d. 882 D,Hincmarus,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,852,882,812,882,,,882,FALSE,FALSE,,,,,,,
Hipparchia fl. 300 BC. H P. Cyn,Hipparchia,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Cyn,Cynic,-319,-289,-349,-269,,,,,,,-299,FALSE,FALSE,FALSE,FALSE,
Hipparchus of Nice d. ab. 125 BC M,Hipparchus of Nice,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,-154,-124,-194,-124,,,-124,TRUE,FALSE,,,,,,,
Hipassus fl. ab. 500 BC H P. Ital,Hipassus,FALSE,TRUE,TRUE,Divines and Metaphysicians,H P,Philosopher,Ital,Italic,,,-549,-469,,,,,,,-499,TRUE,FALSE,FALSE,FALSE,
Hippias d. 490 BC,Hippias,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-519,-489,-559,-489,,,-489,FALSE,FALSE,,,,,,,
Hippocrates d. 361 BC 99,Hippocrates,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-459,-360,-459,-360,,,-360,FALSE,FALSE,99,,,,,,
Hipponax fl. 538 BC P,Hipponax,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-557,-527,-587,-507,,,,,,,-537,FALSE,FALSE,FALSE,FALSE,
Hiram d. 990 BC,Hiram,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-1019,-989,-1059,-989,,,-989,FALSE,FALSE,,,,,,,
Hirtius d. 43 BC H,Hirtius,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,-72,-42,-112,-42,,,-42,FALSE,FALSE,,,,,,,
Histiaeus d. 498 BC,Histiaeus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-527,-497,-567,-497,,,-497,FALSE,FALSE,,,,,,,
Hoadley d. 1761 85 D,Hoadley,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1676,1761,1676,1761,,,1761,FALSE,FALSE,85,,,,,,
Hobbs d. 1679. 91 Mor,Hobbs,TRUE,FALSE,FALSE,Divines and Metaphysicians,Mor,Moralist,,,1588,1679,1588,1679,,,1679,FALSE,FALSE,91,,,,,,
Hobbes d. 1679. 91 Mor,Hobbes,FALSE,TRUE,FALSE,Divines and Metaphysicians,Mor,Moralist,,,1588,1679,1588,1679,,,1679,FALSE,FALSE,91,,,,,,
"Hoffman, John Maurice, d. 1727 Ph","Hoffman, John Maurice,",FALSE,FALSE,TRUE,Mathematicians and Physicians,Ph,Physician,,,1697,1727,1657,1727,,,1727,FALSE,FALSE,,,,,,,
"Hoffman, John Maurice, d. 1727. 74 Ph","Hoffman, John Maurice,",FALSE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,1653,1727,1653,1727,,,1727,FALSE,FALSE,74,,,,,,
Hogarth d. 1764 Pa,Hogarth,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1734,1764,1694,1764,,,1764,FALSE,FALSE,,,,,,,
Holbein Hans d. 1554. 56 Pa,Holbein Hans,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1498,1554,1498,1554,,,1554,FALSE,FALSE,56,,,,,,
Hollandus Isaac fl. 1400 Chy,Hollandus Isaac,TRUE,TRUE,FALSE,Mathematicians and Physicians,Chy,Chemist,,,1380,1410,1350,1430,,,,,,,1400,FALSE,FALSE,FALSE,FALSE,
Hollar d. 1667 60 Pa,Hollar,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1607,1667,1607,1667,,,1667,FALSE,FALSE,60,,,,,,
Homberg d. 1715. 63 Chy,Homberg,TRUE,TRUE,FALSE,Mathematicians and Physicians,Chy,Chemist,,,1652,1715,1652,1715,,,1715,FALSE,FALSE,63,,,,,,
Homer fl. 850 BC P,Homer,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-869,-839,-899,-819,,,,,,,-849,FALSE,FALSE,FALSE,FALSE,
Honain d. 875 Cr,Honain,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,845,875,805,875,,,875,FALSE,FALSE,,,,,,,
Honorius d. 424. 39,Honorius,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,385,424,385,424,,,424,FALSE,FALSE,39,,,,,,
Honorius Augustodunensis fl. 1130. D,Honorius Augustodunensis,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1110,1140,1080,1160,,,,,,,1130,FALSE,FALSE,FALSE,FALSE,
Hooke d. 1703. 67 M,Hooke,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1636,1703,1636,1703,,,1703,FALSE,FALSE,67,,,,,,
Hooker d. 1600. 46 D,Hooker,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1554,1600,1554,1600,,,1600,FALSE,FALSE,46,,,,,,
Horace d. 8 BC 57 P,Horace,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-64,-7,-64,-7,,,-7,FALSE,FALSE,57,,,,,,
Hormisdas 2d d. 309,Hormisdas 2d,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,279,309,239,309,,,309,FALSE,FALSE,,,,,,,
Horne fl. 1305 L,Horne,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,1285,1315,1255,1335,,,,,,,1305,FALSE,FALSE,FALSE,FALSE,
Horrox d. 1640. 23 M,Horrox,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1617,1640,1617,1640,,,1640,FALSE,FALSE,23,,,,,,
Hortensius Qu. d. 50 BC 63 Or,Hortensius Qu.,TRUE,TRUE,FALSE,Orators and Critics,Or,Orator,,,-112,-49,-112,-49,,,-49,FALSE,FALSE,63,,,,,,
Hosea d. ab. 721 BC J,Hosea,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,-750,-720,-790,-720,,,-720,TRUE,FALSE,,,,,,,
Hosein d. 683. 56,Hosein,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,627,683,627,683,,,683,FALSE,FALSE,56,,,,,,
Hosius d. ab. 361 F,Hosius,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,331,361,291,361,,,361,TRUE,FALSE,,,,,,,
"Hospital, de’l d. 1704. 43 M","Hospital, de’l",TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1661,1704,1661,1704,,,1704,FALSE,FALSE,43,,,,,,
Hottinger d. 1667. 47 Cr,Hottinger,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1620,1667,1620,1667,,,1667,FALSE,FALSE,47,,,,,,
Hottoman d. 1590. 66 L,Hottoman,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,1524,1590,1524,1590,,,1590,FALSE,FALSE,66,,,,,,
Hoveden fl. 1210 H,Hoveden,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1190,1220,1160,1240,,,,,,,1210,FALSE,FALSE,FALSE,FALSE,
Howard Admiral d. 1513,Howard Admiral,TRUE,FALSE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1483,1513,1443,1513,,,1513,FALSE,FALSE,,,,,,,
"Howard, Edward d. 1513","Howard, Edward",FALSE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1483,1513,1443,1513,,,1513,FALSE,FALSE,,,,,,,
"Howard, Charles, d. 1624. 88","Howard, Charles,",FALSE,TRUE,TRUE,Statesmen and Warriors,,Politician/Military Person,,,1536,1624,1536,1624,,,1624,FALSE,FALSE,88,,,,,,
"Howard, Thomas, d. 1553. 66","Howard, Thomas,",FALSE,TRUE,TRUE,Statesmen and Warriors,,Politician/Military Person,,,1487,1553,1487,1553,,,1553,FALSE,FALSE,66,,,,,,
Hubba d. 878,Hubba,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,848,878,808,878,,,878,FALSE,FALSE,,,,,,,
Hubert de Burgh d. af. 1232,Hubert de Burgh,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1212,1232,1172,1242,,,1232,FALSE,TRUE,,,,,,,
Hudson d. 1719. 57 Cr.,Hudson,FALSE,TRUE,TRUE,Orators and Critics,Cr,Critic,,,1662,1719,1662,1719,,,1719,FALSE,FALSE,57,,,,,,
Hugh Capet d. 996. 56,Hugh Capet,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,940,996,940,996,,,996,FALSE,FALSE,56,,,,,,
Hugh White d. 956,Hugh White,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,926,956,886,956,,,956,FALSE,FALSE,,,,,,,
Hulaku d. 1264,Hulaku,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1234,1264,1194,1264,,,1264,FALSE,FALSE,,,,,,,
Hugo (Cardinal) d. 1262 D,Hugo (Cardinal),TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1232,1262,1192,1262,,,1262,FALSE,FALSE,,,,,,,
Huldericus d. ab. 900. 83 D,Huldericus,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,817,900,817,900,,,900,TRUE,FALSE,83,,,,,,
Humenus fl. 1148 M,Humenus,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1128,1158,1098,1178,,,,,,,1148,FALSE,FALSE,FALSE,FALSE,
Huniades d. 1456,Huniades,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1426,1456,1386,1456,,,1456,FALSE,FALSE,,,,,,,
"Huss, John, d. 1415. 39 D","Huss, John,",TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1376,1415,1376,1415,,,1415,FALSE,FALSE,39,,,,,,
"Hutcheson, Francis, d. 1747. 53 Mor","Hutcheson, Francis,",TRUE,TRUE,FALSE,Divines and Metaphysicians,Mor,Moralist,,,1694,1747,1694,1747,,,1747,FALSE,FALSE,53,,,,,,
"Hutchinson, John, d. 1737. 63 D","Hutchinson, John,",TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1674,1737,1674,1737,,,1737,FALSE,FALSE,63,,,,,,
Huygens d. 1695. 66 M,Huygens,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1629,1695,1629,1695,,,1695,FALSE,FALSE,66,,,,,,
Hyginus J. fl. 9 BC P,Hyginus J.,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-28,2,-58,22,,,,,,,-8,FALSE,FALSE,FALSE,FALSE,
Hyllus d. 924 BC,Hyllus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-953,-923,-993,-923,,,-923,FALSE,FALSE,,,,,,,
Hypatia d. 415 M,Hypatia,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,385,415,345,415,,,415,FALSE,FALSE,,,,,,,
Hyperides d. 322 BC Or,Hyperides,TRUE,TRUE,FALSE,Orators and Critics,Or,Orator,,,-351,-321,-391,-321,,,-321,FALSE,FALSE,,,,,,,
Hypolitus d. ab. 230 F,Hypolitus,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,200,230,160,230,,,230,TRUE,FALSE,,,,,,,
Hypsicles fl. 180 BC M,Hypsicles,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,-199,-169,-229,-149,,,,,,,-179,FALSE,FALSE,FALSE,FALSE,
Hyrcanus d. 107 BC,Hyrcanus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-136,-106,-176,-106,,,-106,FALSE,FALSE,,,,,,,
Jaafar Aba d. 922. 86 H,Jaafar Aba,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,836,922,836,922,,,922,FALSE,FALSE,86,,,,,,
Jacob Al Manfur d. af. 1206,Jacob Al Manfur,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1186,1206,1146,1216,,,1206,FALSE,TRUE,,,,,,,
Jaddua d. 323 BC J,Jaddua,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,-352,-322,-392,-322,,,-322,FALSE,FALSE,,,,,,,
Jagatay d. 1240,Jagatay,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1210,1240,1170,1240,,,1240,FALSE,FALSE,,,,,,,
Jamblicus d. ab. 333 H P.,Jamblicus,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,303,333,263,333,,,333,TRUE,FALSE,,,,,,,
Jansen c. d. 1638 D,Jansen c.,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1608,1638,1568,1638,,,1638,FALSE,FALSE,,,,,,,
Jarchi d. 1180. 75 J,Jarchi,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,1105,1180,1105,1180,,,1180,FALSE,FALSE,75,,,,,,
Jason fl. 937 BC,Jason,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-956,-926,-986,-906,,,,,,,-936,FALSE,FALSE,FALSE,FALSE,
Jason d. af. 172 BC J,Jason,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,-191,-171,-231,-161,,,-171,FALSE,TRUE,,,,,,,
Javolentus Priscus. d. ab. 117 L,Javolentus Priscus.,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,87,117,47,117,,,117,TRUE,FALSE,,,,,,,
